hex_id,total_population
89411cb8883ffff,7747.0
89411cb888fffff,7748.0
89411cb8d7bffff,7748.0
89411cb88b7ffff,7748.0
89411cb88d3ffff,7748.0
89411cb8887ffff,7748.0
89411cb8d4bffff,7748.0
89411cb88b3ffff,7748.0
89411cb8d47ffff,7748.0
89411cb8d73ffff,7749.0
89411cb8d53ffff,7749.0
89411cb8d6bffff,7749.0
89411cb8d63ffff,7750.0
89411cb0e03ffff,7750.0
89411cb88a7ffff,7750.0
89411cb89d7ffff,7750.0
89411cb89c3ffff,7750.0
89411cb8d43ffff,7750.0
89411cb8d4fffff,7750.0
89411cb8d6fffff,7750.0
89411cb899bffff,7750.0
89411cb89d3ffff,7750.0
89411cb8993ffff,7755.0
89411cbabd7ffff,7755.0
89411cb8d57ffff,7759.0
89411cb9db7ffff,7781.0
89411cb7653ffff,7783.0
89411cb605bffff,7795.0
89411cb9917ffff,7796.0
89411cb0d5bffff,7804.0
89410349b53ffff,7819.0
89410349bcfffff,7820.0
89410349bcbffff,7821.0
89411cbaa73ffff,7822.0
89411cb0d77ffff,7826.0
89411cb089bffff,7831.0
89411cb0d87ffff,7832.0
89411cba017ffff,7834.0
89411cb0e8bffff,7845.0
89411cb0cd3ffff,7845.0
89411cb0e93ffff,7846.0
89411cb0ed7ffff,7846.0
89411cb0c57ffff,7846.0
89411cb0e1bffff,7846.0
89411cb012bffff,7846.0
89411cb2a6fffff,7846.0
89411cb0c4fffff,7846.0
89411cb0cdbffff,7846.0
89411cb0e17ffff,7846.0
89411cb0eabffff,7846.0
89411cb0cd7ffff,7846.0
89411cb0e0bffff,7846.0
89411cb0123ffff,7846.0
89411cb764bffff,7846.0
89411cb0e9bffff,7846.0
89411cb0c5bffff,7846.0
89411cb0c73ffff,7846.0
89411cb0c53ffff,7846.0
89411cb0c13ffff,7847.0
89411cb0e87ffff,7847.0
89411cb0ec7ffff,7847.0
89411cb0c8fffff,7847.0
89411cb0e97ffff,7847.0
89411cb0ccbffff,7847.0
89411cb0c7bffff,7847.0
89411cb0e83ffff,7847.0
89411cb0cc3ffff,7847.0
89411cb0e13ffff,7847.0
89411cb012fffff,7847.0
89411cb0ea7ffff,7847.0
89411cb0e8fffff,7847.0
89411cb2a67ffff,7847.0
89411cb0c77ffff,7847.0
89411cb0eb3ffff,7847.0
89411cb0c4bffff,7847.0
89411cb2a63ffff,7847.0
89411cb2a7bffff,7847.0
89411cb0c1bffff,7847.0
89411cb0127ffff,7847.0
89411cb2a6bffff,7847.0
89411cb0c83ffff,7847.0
89411cb2b5bffff,7847.0
89411cb0c9bffff,7848.0
89411cb0ccfffff,7848.0
89411cb0c0bffff,7848.0
89411cb0c93ffff,7848.0
89411cb0c07ffff,7848.0
89411cb0c6bffff,7848.0
89411cb0c67ffff,7848.0
89411cb0c63ffff,7848.0
89411cb2a2fffff,7848.0
89411cb0137ffff,7848.0
89411cb0eb7ffff,7848.0
89411cb0c43ffff,7848.0
89411cb0ebbffff,7848.0
89411cb0cc7ffff,7848.0
89411cb0c17ffff,7848.0
89411cb0c47ffff,7848.0
89411cb2b4bffff,7848.0
89411cb0c03ffff,7848.0
89411cb0c0fffff,7848.0
89411cb0c8bffff,7848.0
89411cb0c97ffff,7849.0
89411cb0cb3ffff,7849.0
89411cb0cafffff,7849.0
89411cb0d47ffff,7849.0
89411cb2967ffff,7849.0
89411cb0c3bffff,7849.0
89411cb0c2bffff,7849.0
89411cb0dcfffff,7849.0
89411cb0cabffff,7849.0
89411cb7673ffff,7849.0
89411cb0dc3ffff,7849.0
89411cb0ea3ffff,7849.0
89411cb0c87ffff,7849.0
89411cb0c2fffff,7849.0
89411cb0c23ffff,7849.0
89411cb0c37ffff,7849.0
89411cb0c33ffff,7849.0
89411cb0ca7ffff,7849.0
89411cb0dd3ffff,7849.0
89411cb0ddbffff,7850.0
89411cb0d8fffff,7850.0
89411cb0db3ffff,7850.0
89411cb768bffff,7850.0
89411cb0c27ffff,7850.0
89411cb0d13ffff,7850.0
89411cb0d8bffff,7850.0
89411cb0dd7ffff,7850.0
89411cb0893ffff,7850.0
89411cb0ca3ffff,7850.0
89411cb0d57ffff,7850.0
89411cb0d53ffff,7850.0
89411cb0d17ffff,7850.0
89411cb0c6fffff,7851.0
89411cb2923ffff,7851.0
89411cb72cfffff,7851.0
89411cb0dabffff,7851.0
89411cb0d73ffff,7851.0
89411cb7657ffff,7851.0
89411cb769bffff,7851.0
89411cb0dc7ffff,7851.0
89411cb0d33ffff,7851.0
89411cb0d0bffff,7851.0
89411cb0d3bffff,7851.0
89411cb0d4fffff,7851.0
89411cb0dcbffff,7851.0
89411cb0d1bffff,7851.0
89411cb293bffff,7851.0
89411cb0d07ffff,7851.0
89411cb0d7bffff,7851.0
89411cb7697ffff,7851.0
89411cb0da7ffff,7851.0
89411cb7643ffff,7851.0
89411cb292fffff,7851.0
89411cb0d0fffff,7851.0
89411cb0dbbffff,7851.0
89411cb7613ffff,7852.0
89411cb762bffff,7852.0
89411cb0d23ffff,7852.0
89411cb292bffff,7852.0
89411cb766bffff,7852.0
89411cb72c3ffff,7852.0
89411cb0dafffff,7852.0
89411cb7603ffff,7852.0
89411cb0d37ffff,7852.0
89411cb0da3ffff,7852.0
89411cb768fffff,7852.0
89411cb761bffff,7852.0
89411cb767bffff,7852.0
89411cb76b3ffff,7852.0
89411cb729bffff,7852.0
89411cb76d7ffff,7852.0
89411cb76b7ffff,7852.0
89411cb0db7ffff,7852.0
89411cb7617ffff,7852.0
89411cb0d27ffff,7852.0
89411cb764fffff,7852.0
89411cb744bffff,7852.0
89411cb72d7ffff,7852.0
89411cb728bffff,7853.0
89411cb763bffff,7853.0
89411cb7693ffff,7853.0
89411cb7687ffff,7853.0
89411cb7633ffff,7853.0
89411cb72d3ffff,7853.0
89411cb0d03ffff,7853.0
89411cb72dbffff,7853.0
89411cb72cbffff,7853.0
89411cb766fffff,7853.0
89411cb746bffff,7853.0
89411cb7677ffff,7853.0
89411cb76c7ffff,7853.0
89411cb76abffff,7853.0
89411cb728fffff,7853.0
89411cb7683ffff,7853.0
89411cb7647ffff,7853.0
89411cb760fffff,7853.0
89411cb7607ffff,7853.0
89411cb7623ffff,7853.0
89411cb745bffff,7853.0
89411cb7443ffff,7853.0
89411cb7637ffff,7853.0
89411cb76bbffff,7854.0
89411cb7667ffff,7854.0
89411cb760bffff,7854.0
89411cb76a7ffff,7854.0
89411cb76afffff,7854.0
89411cb7663ffff,7854.0
89411cb744fffff,7854.0
89411cb7463ffff,7855.0
89411cb76a3ffff,7855.0
89411cb747bffff,7855.0
89411cb72a3ffff,7855.0
89411cb72bbffff,7855.0
89411cb72c7ffff,7856.0
89411cb706bffff,7856.0
89411cba8b3ffff,7864.0
89411c87327ffff,7873.0
89411cb80a3ffff,7890.0
89411cb889bffff,7897.0
89411cb84b7ffff,7909.0
89411cb82a7ffff,7918.0
89411c8464bffff,7928.0
89411cb8d67ffff,7953.0
89411cb8d5bffff,7966.0
8941034826bffff,7968.0
89410349007ffff,7994.0
89411cb80bbffff,8004.0
89411ca0047ffff,8015.0
89411caa4b7ffff,8023.0
89411cb1e6bffff,8033.0
89410349a37ffff,8046.0
89411cb9997ffff,8055.0
89411cb810fffff,8088.0
89411cb9177ffff,8093.0
89411cb8b3bffff,8099.0
89411cb8aa7ffff,8124.0
89411cbae23ffff,8160.0
89411c8ec27ffff,8168.0
89411c84603ffff,8193.0
89411cba853ffff,8204.0
89411cb8a03ffff,8209.0
89411cb808fffff,8221.0
89411cbae3bffff,8232.0
89411cba86bffff,8232.0
89411cb1a2bffff,8234.0
89411cba62fffff,8274.0
89410349547ffff,8282.0
89411cb8d2fffff,8290.0
89411cbb24fffff,8295.0
89411cb809bffff,8303.0
89411cb8a5bffff,8310.0
89411cbb3cbffff,8311.0
89411cbb273ffff,8326.0
89411cb8c6fffff,8380.0
89411cb814fffff,8394.0
89411ca160bffff,8406.0
89411cb8a53ffff,8440.0
89411c84203ffff,8446.0
89411cb806bffff,8496.0
89411cbb26bffff,8498.0
89411cbb263ffff,8500.0
89411cbb277ffff,8502.0
89411cbb27bffff,8503.0
89411cbb26fffff,8503.0
89411cb94a7ffff,8503.0
89411cb949bffff,8503.0
89411cb948bffff,8503.0
89411cb94bbffff,8503.0
89411cb9483ffff,8503.0
89411cbb373ffff,8504.0
89411cbb34fffff,8504.0
89411cb948fffff,8504.0
89411cb94b3ffff,8504.0
89411cbb227ffff,8504.0
89411cbb35bffff,8504.0
89411cbb33bffff,8504.0
89411cbb363ffff,8505.0
89411cbb37bffff,8505.0
89411cb94a3ffff,8505.0
89411cbb36bffff,8505.0
89411cb9597ffff,8505.0
89411cb94b7ffff,8505.0
89411cbb333ffff,8505.0
89411cbb32bffff,8505.0
89411cbb32fffff,8505.0
89411cbb377ffff,8506.0
89411cb861bffff,8506.0
89411cbb327ffff,8506.0
89411cb86c7ffff,8506.0
89411cb8657ffff,8506.0
89411cb8643ffff,8506.0
89411cb868bffff,8506.0
89411cb8617ffff,8506.0
89411cbb323ffff,8506.0
89411cb8667ffff,8507.0
89411cb95b7ffff,8507.0
89411cb86abffff,8507.0
89411cb86d7ffff,8507.0
89411cb8673ffff,8507.0
89411cb867bffff,8507.0
89411cb863bffff,8507.0
89411cb8603ffff,8507.0
89411cb864bffff,8507.0
89411cb866bffff,8508.0
89411cb86cfffff,8508.0
89411cb864fffff,8508.0
89411cb865bffff,8508.0
89411cb8647ffff,8508.0
89411cb95b3ffff,8508.0
89411cb8663ffff,8508.0
89411cb8047ffff,8508.0
89411cb86c3ffff,8508.0
89411cb8653ffff,8508.0
89411cb805bffff,8508.0
89411cb86cbffff,8508.0
89411cb80cfffff,8509.0
89411cb8633ffff,8509.0
89411cb8677ffff,8509.0
89411cb868fffff,8509.0
89411cb862fffff,8509.0
89411cb860bffff,8509.0
89411cb8613ffff,8509.0
89411cb8043ffff,8509.0
89411cb80c7ffff,8509.0
89411cb8607ffff,8509.0
89411cb862bffff,8509.0
89411cb86afffff,8509.0
89411cb860fffff,8509.0
89411cb86bbffff,8509.0
89411cb80d3ffff,8510.0
89411cb8053ffff,8510.0
89411cb8623ffff,8510.0
89411cb8073ffff,8510.0
89411cb8637ffff,8510.0
89411cb8003ffff,8510.0
89411cb846bffff,8510.0
89411cb846fffff,8510.0
89411cb80c3ffff,8510.0
89411cb80cbffff,8510.0
89411cb808bffff,8510.0
89411cb8017ffff,8510.0
89411cb800bffff,8510.0
89411cb80dbffff,8510.0
89411cb86a7ffff,8511.0
89411cb8063ffff,8511.0
89411cb8013ffff,8511.0
89411cb80d7ffff,8512.0
89411cb800fffff,8512.0
89411cb8077ffff,8512.0
89411cb801bffff,8512.0
89411cb8627ffff,8512.0
89411cb8057ffff,8513.0
89411cb94abffff,8524.0
89411cba65bffff,8529.0
89410348203ffff,8537.0
89411cb8b23ffff,8541.0
89411cb8897ffff,8556.0
89411cb910bffff,8561.0
89411ca23dbffff,8564.0
89411cb8bd3ffff,8572.0
89411cb1a37ffff,8592.0
894103490b7ffff,8609.0
89411cbadb7ffff,8614.0
89411cb894bffff,8620.0
89411c852b3ffff,8621.0
89411cb458fffff,8626.0
89411caa4d7ffff,8632.0
89411cbb367ffff,8633.0
89411cb45c3ffff,8651.0
89411cb9417ffff,8670.0
89411c8406bffff,8671.0
89411cb998fffff,8676.0
89411cb9987ffff,8694.0
89411cb8a4fffff,8695.0
89411cb8a47ffff,8695.0
89411cb99a3ffff,8696.0
89411cb8a73ffff,8696.0
89411cb8a6bffff,8697.0
89411cb8a57ffff,8697.0
89411cb8a4bffff,8697.0
89411cb99bbffff,8697.0
89411cb8a33ffff,8697.0
89411cb8a67ffff,8698.0
89411caa493ffff,8698.0
89411cb8b53ffff,8698.0
89411cb8a63ffff,8698.0
89411cb8a43ffff,8698.0
89411cb8a77ffff,8698.0
89411caa497ffff,8698.0
89411cb8a27ffff,8698.0
89411cb8a6fffff,8698.0
89411cb8a0bffff,8698.0
89411cb8a3bffff,8698.0
89411caa4b3ffff,8698.0
89411caa48bffff,8698.0
89411cb99b3ffff,8698.0
89411cb8a0fffff,8698.0
89411cb99b7ffff,8698.0
89411cb8a7bffff,8698.0
89411caa49bffff,8698.0
89411cb8a23ffff,8698.0
89411cb8b57ffff,8699.0
89411caa487ffff,8699.0
89411cb8a07ffff,8699.0
89411cb8a2bffff,8699.0
89411cb8b8fffff,8699.0
89411cb8a37ffff,8699.0
89411cb8bcbffff,8699.0
89411caa48fffff,8699.0
89411cb8bc7ffff,8699.0
89411cb8bdbffff,8699.0
89411caa483ffff,8699.0
89411cb8aabffff,8699.0
89411cb8b33ffff,8699.0
89411cb8b03ffff,8699.0
89411cb8bc3ffff,8699.0
89411cb8b4bffff,8699.0
89411cb8babffff,8700.0
89411cb8b8bffff,8700.0
89411cb8b0bffff,8700.0
89411cb8b4fffff,8700.0
89411cb8aafffff,8701.0
89411cb8bd7ffff,8701.0
89411cb8943ffff,8701.0
89411caa4bbffff,8701.0
89411cb8947ffff,8701.0
89411cb8b5bffff,8701.0
89411cb8b43ffff,8701.0
89411cb896bffff,8701.0
89411cb8b27ffff,8701.0
89411cb8ba3ffff,8701.0
89411cb8b87ffff,8701.0
89411cb8bcfffff,8702.0
89411cb897bffff,8702.0
89411cb894fffff,8702.0
89411cb8b0fffff,8702.0
89411cb8b1bffff,8702.0
89411cb8bafffff,8702.0
89411cb8b13ffff,8702.0
89411cb8bbbffff,8702.0
89411cb8b17ffff,8702.0
89411ca16dbffff,8702.0
89411ca16d3ffff,8702.0
89411cb8a2fffff,8702.0
89411cb8bb3ffff,8702.0
89411cb8b47ffff,8702.0
89411ca161bffff,8703.0
89411cb8963ffff,8703.0
89411ca169bffff,8703.0
89411cb8bb7ffff,8703.0
89411ca16cfffff,8703.0
89411cb8b07ffff,8703.0
89411cb8b37ffff,8703.0
89411ca1653ffff,8703.0
89411ca16d7ffff,8703.0
89411ca1657ffff,8703.0
89411ca1683ffff,8703.0
89411ca16c3ffff,8703.0
89411ca16cbffff,8703.0
89411cb8973ffff,8704.0
89411ca144bffff,8704.0
89411ca1603ffff,8704.0
89411ca1697ffff,8704.0
89411ca1617ffff,8704.0
89411ca168bffff,8704.0
89411ca1613ffff,8704.0
89411ca16c7ffff,8704.0
89411ca145bffff,8704.0
89411ca1443ffff,8704.0
89411ca1687ffff,8704.0
89411ca168fffff,8704.0
89411cb8ba7ffff,8704.0
89411cb896fffff,8704.0
89411ca16bbffff,8704.0
89411ca16b3ffff,8705.0
89411cbb36fffff,8721.0
89411cbae27ffff,8770.0
89411cb1e6fffff,8770.0
89410348217ffff,8782.0
89411cba84fffff,8808.0
89411cbb22fffff,8834.0
89411c85523ffff,8885.0
89411cb1a97ffff,8886.0
89411cb915bffff,8889.0
89411cb6663ffff,8894.0
89411cb1657ffff,8898.0
894103490afffff,8965.0
89411cb8d37ffff,8966.0
8941034900fffff,8979.0
89411ca1423ffff,8996.0
89411ca1693ffff,9004.0
89411cb8c6bffff,9008.0
89411c85103ffff,9020.0
89411ca328bffff,9029.0
89411ca3283ffff,9029.0
89411ca328fffff,9031.0
89411ca3297ffff,9032.0
89411ca3287ffff,9032.0
89411ca3217ffff,9034.0
89411c85e5bffff,9035.0
89411cbaac3ffff,9062.0
89411c84217ffff,9082.0
89411cb9593ffff,9100.0
89411ca304bffff,9109.0
89411cb94afffff,9120.0
89411cbadcbffff,9123.0
89411cb75afffff,9125.0
89411cb8d2bffff,9154.0
89411c8528fffff,9155.0
89411cbadc3ffff,9187.0
89411cb8eafffff,9247.0
89411cb95bbffff,9271.0
89411cb892fffff,9323.0
89411cb82d3ffff,9326.0
89411cb95a7ffff,9330.0
89411ca32abffff,9335.0
8941034957bffff,9341.0
89411ca1557ffff,9352.0
89411cb1a93ffff,9372.0
89411cbaad7ffff,9417.0
89411cb8d27ffff,9423.0
89411cb869bffff,9445.0
89411cbad53ffff,9457.0
89410349057ffff,9549.0
89411cba393ffff,9555.0
89411ca15cbffff,9593.0
89410349073ffff,9595.0
89411cb95d3ffff,9660.0
8941034950fffff,9670.0
89411cb150bffff,9673.0
89411cb9dafffff,9678.0
89411cba66fffff,9695.0
89411c85507ffff,9778.0
89411cbad8fffff,9782.0
89411cb8e77ffff,9850.0
89411cb8e7bffff,9854.0
89411cb9413ffff,9862.0
89411cb8123ffff,9864.0
89411cb95a3ffff,9870.0
8941034820bffff,9875.0
89411c8502bffff,9877.0
8941034953bffff,9892.0
89411cb8367ffff,9907.0
89411c840bbffff,9928.0
89411cb1b2fffff,9935.0
89410349b9bffff,9936.0
89411cb18b7ffff,9942.0
89411cba843ffff,9958.0
89411cbb307ffff,9967.0
89411cb912fffff,9972.0
89411cb94cfffff,9973.0
89411cbae77ffff,9983.0
89410349033ffff,10002.0
89411cba823ffff,10025.0
89411cb9587ffff,10036.0
89411cb90cbffff,10045.0
89411cbaacfffff,10074.0
89411cb8d0bffff,10075.0
89411cb903bffff,10172.0
89411cb106bffff,10195.0
8941034980fffff,10200.0
89411ca24b7ffff,10247.0
89411c85edbffff,10262.0
8941034903bffff,10279.0
89410349077ffff,10289.0
89410349153ffff,10290.0
894103491c3ffff,10290.0
89410349023ffff,10290.0
8941034902bffff,10290.0
89410349567ffff,10290.0
89410349577ffff,10291.0
89410349113ffff,10291.0
894103482cbffff,10291.0
89410349533ffff,10291.0
894103491dbffff,10292.0
8941034902fffff,10292.0
894103491cbffff,10292.0
89410349573ffff,10292.0
894103490a7ffff,10292.0
8941034915bffff,10292.0
8941034911bffff,10292.0
89410349183ffff,10292.0
89410349037ffff,10292.0
8941034956fffff,10292.0
894103491cfffff,10292.0
894103491d7ffff,10292.0
894103491d3ffff,10293.0
89410349523ffff,10293.0
8941034821bffff,10293.0
89410349173ffff,10293.0
8941034918fffff,10293.0
8941034952fffff,10293.0
894103491b7ffff,10293.0
8941034913bffff,10293.0
89410349563ffff,10293.0
894103491bbffff,10293.0
8941034910fffff,10293.0
8941034952bffff,10293.0
89410349177ffff,10293.0
894103491b3ffff,10293.0
8941034919bffff,10293.0
89410348253ffff,10293.0
89410349147ffff,10293.0
8941034825bffff,10293.0
894103491c7ffff,10294.0
8941034912bffff,10294.0
89410349103ffff,10294.0
89410349e53ffff,10294.0
8941034910bffff,10294.0
89410349397ffff,10294.0
89410349197ffff,10294.0
89410349e8bffff,10294.0
89410349027ffff,10294.0
89410349e93ffff,10294.0
8941034956bffff,10294.0
8941034917bffff,10294.0
89410349157ffff,10294.0
894103491abffff,10295.0
894103491afffff,10295.0
89410349107ffff,10295.0
89410349193ffff,10295.0
89410348247ffff,10295.0
89410348213ffff,10295.0
89410349e1bffff,10295.0
89410348257ffff,10295.0
89410349cdbffff,10295.0
89410349527ffff,10295.0
894103491a7ffff,10295.0
89410349133ffff,10295.0
89410349137ffff,10295.0
89410348243ffff,10295.0
89410349ec7ffff,10295.0
89410349163ffff,10295.0
8941034824bffff,10295.0
89410349187ffff,10295.0
89410349167ffff,10295.0
8941034824fffff,10297.0
89410349537ffff,10297.0
89410349117ffff,10297.0
89410349cd3ffff,10297.0
894103491a3ffff,10297.0
8941034918bffff,10297.0
89410349123ffff,10298.0
8941034912fffff,10298.0
89410349973ffff,10300.0
89411c85147ffff,10333.0
89411cbb22bffff,10353.0
89411cb8c1bffff,10359.0
89411cb8cc7ffff,10363.0
89410349c8bffff,10376.0
89410349127ffff,10395.0
89411cbaab7ffff,10398.0
89411cbabd3ffff,10407.0
89411cb8c27ffff,10408.0
89411cb8dcbffff,10418.0
89411ca15cfffff,10424.0
89411cba013ffff,10434.0
89411c8ed87ffff,10469.0
89411cb9157ffff,10513.0
89411c842b3ffff,10515.0
89411cb9d67ffff,10551.0
89411cb9583ffff,10561.0
89410349e9bffff,10569.0
89411cb8893ffff,10573.0
89411ca3213ffff,10634.0
89410349c9bffff,10635.0
89411ca33dbffff,10653.0
89411cb807bffff,10677.0
89411cb1a9bffff,10687.0
89410349143ffff,10690.0
89411cb9487ffff,10742.0
89411cbabc7ffff,10784.0
89411cbb267ffff,10803.0
89411cb86a3ffff,10858.0
89411cba37bffff,10864.0
89411c8667bffff,10872.0
89410349ccbffff,10883.0
89411cbab13ffff,10884.0
89411cb902bffff,10909.0
89410349cc3ffff,10960.0
89411cbb3c7ffff,10971.0
89411cbaa6fffff,11012.0
89411c8402bffff,11017.0
89411c84023ffff,11023.0
89411cb8927ffff,11038.0
89411ca143bffff,11046.0
89411c8429bffff,11106.0
89411ca32c7ffff,11159.0
89411cb900fffff,11190.0
89411cb847bffff,11217.0
89410349cd7ffff,11219.0
89411cbb0cbffff,11232.0
89411c843bbffff,11252.0
89411ca32bbffff,11273.0
89411cb6937ffff,11276.0
89411cb83afffff,11286.0
89411cb813bffff,11302.0
89411cb94c7ffff,11323.0
89411c870a7ffff,11325.0
89411cbb347ffff,11326.0
89411ca32cbffff,11361.0
8941034914fffff,11391.0
89411cbae67ffff,11404.0
89411ca3293ffff,11462.0
89410349c87ffff,11466.0
89411cb559bffff,11466.0
89411cba837ffff,11501.0
89411cba5bbffff,11502.0
894103482cfffff,11552.0
89411cb9d93ffff,11554.0
89410349807ffff,11561.0
89411cb710bffff,11603.0
89411cb910fffff,11605.0
89411cb107bffff,11605.0
89411cb611bffff,11620.0
89411cbad8bffff,11623.0
89411cb9d13ffff,11672.0
89411cb90dbffff,11684.0
89411ca11d7ffff,11703.0
89411cba3cbffff,11725.0
89411c84007ffff,11794.0
89410349873ffff,11796.0
89411cbaa0bffff,11819.0
89411cb95dbffff,11822.0
89411cba00bffff,11839.0
8941034916fffff,11870.0
89411cba0c7ffff,11887.0
89411cbaa63ffff,11912.0
89411ca2667ffff,11913.0
89411cb8cd7ffff,11914.0
89411cb8c67ffff,11944.0
89411cb8c63ffff,11974.0
89411cb69afffff,11990.0
89411cbae2bffff,11991.0
89411cbaa8bffff,11998.0
89411cba85bffff,11998.0
89411cbaa9bffff,11998.0
89411cbaac7ffff,11998.0
89411cbaa37ffff,11998.0
89411cbaa93ffff,11998.0
89411cbaa0fffff,11998.0
89411cbaa13ffff,11998.0
89411cbaa1bffff,11998.0
89411cbaaabffff,11998.0
89411cbaa07ffff,11998.0
89411cbaa8fffff,11999.0
89411cbaa97ffff,11999.0
89411cbabdbffff,11999.0
89411cbab43ffff,12000.0
89411cbaa77ffff,12000.0
89411cba84bffff,12000.0
89411cbaa83ffff,12000.0
89411cb8c83ffff,12000.0
89411cbaa3bffff,12000.0
89411cbaa87ffff,12000.0
89411cbaa67ffff,12000.0
89411cb8c8bffff,12000.0
89411cbaa2bffff,12001.0
89411cbab4bffff,12001.0
89411cb8c33ffff,12001.0
89411cbaa23ffff,12001.0
89411cb8cbbffff,12001.0
89411cbae2fffff,12001.0
89411cb8c9bffff,12001.0
89411cbaaa3ffff,12001.0
89411cb8c8fffff,12001.0
89411cbaa03ffff,12001.0
89411cbaa2fffff,12002.0
89411cbaabbffff,12002.0
89411cb8c2fffff,12002.0
89411cb8c13ffff,12002.0
89411cb8c0fffff,12002.0
89411cb8c73ffff,12002.0
89411cb8c97ffff,12002.0
89411cb8cabffff,12002.0
89411cb8cb3ffff,12002.0
89411cb8c87ffff,12003.0
89411cbaaafffff,12003.0
89411cbab03ffff,12003.0
89411cb8c77ffff,12003.0
89411cbabcbffff,12003.0
89411cbaa33ffff,12003.0
89411cbaab3ffff,12003.0
89411cbab57ffff,12003.0
89411cb8c93ffff,12003.0
89411cbaa17ffff,12003.0
89411cb8ca3ffff,12003.0
89411cbab5bffff,12003.0
89411cbab1bffff,12003.0
89411cbab4fffff,12003.0
89411cb8cb7ffff,12003.0
89411cb8c2bffff,12003.0
89411cbabcfffff,12003.0
89411cbab3bffff,12003.0
89411cb8c17ffff,12003.0
89411cbab47ffff,12003.0
89411cbab33ffff,12004.0
89411cbaa27ffff,12004.0
89411cb8c23ffff,12004.0
89411cbab53ffff,12004.0
89411cb8c37ffff,12004.0
89411cbaaa7ffff,12004.0
89411cbabc3ffff,12004.0
89411cb8ca7ffff,12004.0
89411cb8c07ffff,12004.0
89411cb8cafffff,12005.0
89411cbab73ffff,12005.0
89411cbab0fffff,12005.0
89411cbab77ffff,12005.0
89411cbab0bffff,12005.0
89411cbab7bffff,12005.0
89411cbab07ffff,12005.0
89411cb8c3bffff,12005.0
89411ca228bffff,12006.0
89411cb8e5bffff,12015.0
89411cb7117ffff,12046.0
89411cbab6bffff,12064.0
89411cb83b3ffff,12077.0
89411cbad43ffff,12087.0
89411ca329bffff,12091.0
89410349e83ffff,12094.0
89411cb9d37ffff,12129.0
89411cb8c03ffff,12134.0
89411cb902fffff,12154.0
89411cb8d0fffff,12155.0
89411c85143ffff,12174.0
89410349833ffff,12177.0
89411cbab63ffff,12183.0
89411cba54fffff,12195.0
89411c8510bffff,12218.0
89411cb69b3ffff,12275.0
89411ca10a7ffff,12330.0
89411c850cbffff,12346.0
89411cba073ffff,12347.0
89411cb86b7ffff,12353.0
89411cbabafffff,12379.0
89411cb8dcfffff,12381.0
89411c86d93ffff,12382.0
89411ca021bffff,12387.0
89411cba82fffff,12387.0
89411cb6057ffff,12405.0
89411cb9443ffff,12423.0
89411cb959bffff,12425.0
89411cb8173ffff,12436.0
89411ca0253ffff,12469.0
89411cbab93ffff,12491.0
89411cb9407ffff,12494.0
89411ca152fffff,12506.0
89411ca1193ffff,12508.0
89411cbababffff,12512.0
89411ca1547ffff,12522.0
89411ca156fffff,12524.0
89411ca10b7ffff,12524.0
89411ca156bffff,12524.0
89411ca10b3ffff,12525.0
89411ca1563ffff,12526.0
89411ca1577ffff,12527.0
89411ca152bffff,12527.0
89411ca154fffff,12527.0
89411ca1573ffff,12527.0
89411ca157bffff,12527.0
89411ca119bffff,12528.0
89411ca02cbffff,12528.0
89411ca1567ffff,12528.0
89411ca1527ffff,12528.0
89411ca11d3ffff,12529.0
89411ca1523ffff,12529.0
89411ca02c3ffff,12530.0
89411ca02c7ffff,12530.0
89411ca02d7ffff,12530.0
89411ca02cfffff,12530.0
89411c8504fffff,12566.0
8941034916bffff,12568.0
89411cbad17ffff,12574.0
89411c85133ffff,12606.0
89411c85063ffff,12611.0
89411ca14a7ffff,12615.0
89411ca1437ffff,12615.0
89411ca337bffff,12615.0
89411ca1433ffff,12616.0
89411ca14abffff,12616.0
89411ca14a3ffff,12618.0
89411ca14afffff,12618.0
89411ca14b7ffff,12618.0
89411ca1417ffff,12618.0
89411ca336bffff,12619.0
89411ca15dbffff,12619.0
89411ca15d3ffff,12619.0
89411ca1407ffff,12619.0
89411ca15c3ffff,12623.0
89411ca336fffff,12623.0
89411cbab17ffff,12623.0
89411cba667ffff,12627.0
89411ca0213ffff,12643.0
89411c8515bffff,12670.0
89411c87137ffff,12685.0
89411cbab83ffff,12696.0
89411cb9433ffff,12718.0
89411ca32d7ffff,12732.0
89411cb1b2bffff,12742.0
89411cb0b6bffff,12795.0
89411cb958fffff,12806.0
89411c86403ffff,12827.0
89411c85007ffff,12843.0
89410349c97ffff,12844.0
89411cb96a7ffff,12854.0
89411cb9517ffff,12885.0
89411cb8d23ffff,12939.0
89411cb82dbffff,12967.0
89411cb9d07ffff,12976.0
89411cb9403ffff,12978.0
89411cb95d7ffff,12979.0
89411cb82c3ffff,12981.0
89411cb9457ffff,12988.0
89411cb90cfffff,12988.0
89411cb947bffff,12988.0
89411cb946fffff,12988.0
89411cb90c3ffff,12988.0
89411cb946bffff,12988.0
89411cb944fffff,12988.0
89411cb908bffff,12988.0
89411cb941bffff,12988.0
89411cb940fffff,12988.0
89411cb9447ffff,12989.0
89411cb9477ffff,12989.0
89411cb90d3ffff,12989.0
89411cb9463ffff,12989.0
89411cb954bffff,12990.0
89411cb9473ffff,12990.0
89411cb901bffff,12990.0
89411cb9013ffff,12990.0
