hex_id,total_population
89411c8c48bffff,1748.0
89411c8e40fffff,1748.0
89411c8e0c3ffff,1748.0
89411c8e0d3ffff,1748.0
89411c8e477ffff,1748.0
89411c8e357ffff,1748.0
89411c8e2b3ffff,1748.0
89411c8e62fffff,1748.0
89411c8e2abffff,1748.0
89411c8e28fffff,1748.0
89411c8e40bffff,1748.0
89411c8e047ffff,1748.0
89411c8e403ffff,1748.0
89411c8e27bffff,1748.0
89411c8e0d7ffff,1748.0
89411c8f1a7ffff,1748.0
89411c8e4dbffff,1748.0
89411c8e447ffff,1748.0
89411c8e2bbffff,1748.0
89411c8e057ffff,1748.0
89411c8e3c7ffff,1748.0
89411c8e0afffff,1748.0
89411c8e053ffff,1748.0
89411c8e23bffff,1748.0
89411c8e233ffff,1748.0
89411c8e02bffff,1748.0
89411c8e083ffff,1748.0
89411c8c48fffff,1748.0
89411c8e203ffff,1748.0
89411c8e667ffff,1748.0
89411c8e04fffff,1748.0
89411c8e20fffff,1748.0
89411c8f577ffff,1748.0
89411c8e00bffff,1748.0
89411c8e677ffff,1748.0
89411c8e663ffff,1748.0
89411c8e013ffff,1748.0
89411c8e06bffff,1748.0
89411c8e2c7ffff,1748.0
89411c8e28bffff,1748.0
89411c8e2d7ffff,1748.0
89411c8e69bffff,1748.0
89411c8e4cbffff,1748.0
89411c8e457ffff,1748.0
89411c8e453ffff,1748.0
89411c8e0cfffff,1748.0
89411c8e39bffff,1748.0
89411c8e067ffff,1748.0
89411c8e287ffff,1748.0
89411c8e21bffff,1748.0
89411c8e673ffff,1748.0
89411c8e407ffff,1748.0
89411c8e273ffff,1748.0
89411c8c4c3ffff,1748.0
89411c8e0bbffff,1748.0
89411c8c4d7ffff,1748.0
89411c8e2d3ffff,1748.0
89411c8e46bffff,1748.0
89411c8e26bffff,1748.0
89411c8e20bffff,1748.0
89411c8e263ffff,1748.0
89411c8e0cbffff,1748.0
89411c8e467ffff,1748.0
89411c8e2c3ffff,1748.0
89411c819afffff,1748.0
89411c8192fffff,1748.0
89411c819a3ffff,1748.0
89411c8e6afffff,1748.0
89411c8e6a7ffff,1748.0
89411c8e0dbffff,1748.0
89411c8e277ffff,1748.0
89411c8e2cbffff,1748.0
89411c8e237ffff,1748.0
89411c8c497ffff,1748.0
89411c81917ffff,1748.0
89411c8e00fffff,1748.0
89411c8e0c7ffff,1748.0
89411c8e04bffff,1748.0
89411c8e637ffff,1748.0
89411c8e473ffff,1748.0
89411c8e41bffff,1748.0
89411c8e073ffff,1748.0
89411c8e223ffff,1748.0
89411c8e043ffff,1748.0
89411c81937ffff,1748.0
89411c8e22bffff,1748.0
89411c8e443ffff,1748.0
89411c8c49bffff,1748.0
89411c8e45bffff,1748.0
89411c8e207ffff,1748.0
89411c819a7ffff,1748.0
89411c8e17bffff,1749.0
89411c8e16bffff,1749.0
89411c8e027ffff,1749.0
89411c8e10bffff,1749.0
89411c8e16fffff,1749.0
89411c8e2b7ffff,1749.0
89411c8e527ffff,1749.0
89411c8e007ffff,1749.0
89411c8e1bbffff,1749.0
89411c8e003ffff,1749.0
89411c8e107ffff,1749.0
89411c8e08bffff,1749.0
89411c8e10fffff,1749.0
89411c8e063ffff,1749.0
89411c8e0abffff,1749.0
89411c8e037ffff,1749.0
89411c8e153ffff,1749.0
89411c8e393ffff,1749.0
89411c8e157ffff,1749.0
89411c8e35bffff,1749.0
89411c8523bffff,1749.0
89411c8524fffff,1749.0
89411c852abffff,1749.0
89411c8e52bffff,1749.0
89411c8e1cfffff,1749.0
89411c8e56fffff,1749.0
89411c8e143ffff,1749.0
89411c8e353ffff,1749.0
89411c8e1cbffff,1749.0
89411c8e3b7ffff,1749.0
89411c8e15bffff,1749.0
89411c8e1dbffff,1749.0
89411c8e567ffff,1749.0
89411c8e3abffff,1749.0
89411c8e02fffff,1749.0
89411c8e193ffff,1749.0
89411c8eec7ffff,1749.0
89411c8e117ffff,1749.0
89411c8e1d7ffff,1749.0
89411c8e14fffff,1749.0
89411c8e0a7ffff,1749.0
89411c8c4d3ffff,1749.0
89411c8e023ffff,1749.0
89411c8c487ffff,1749.0
89411c8e22fffff,1749.0
89411c8e18bffff,1749.0
89411c85223ffff,1749.0
89411c8e06fffff,1749.0
89411c8e38fffff,1749.0
89411c8e523ffff,1749.0
89411c8e03bffff,1749.0
89411c8e52fffff,1749.0
89411c8e2a3ffff,1749.0
89411c8e147ffff,1749.0
89411c8e333ffff,1749.0
89411c8e113ffff,1749.0
89411c8e3d3ffff,1749.0
89411c8e38bffff,1749.0
89411c8ee8bffff,1749.0
89411c8e3b3ffff,1749.0
89411c8e11bffff,1749.0
89411c8e187ffff,1749.0
89411c8eed3ffff,1749.0
89411c8e34bffff,1749.0
89411c85273ffff,1749.0
89411c8e3a7ffff,1749.0
89411c8c493ffff,1749.0
89411c8e3c3ffff,1749.0
89411c8525bffff,1749.0
89411c8e19bffff,1749.0
89411c8e14bffff,1749.0
89411c8e167ffff,1749.0
89411c8e183ffff,1749.0
89411c8520fffff,1749.0
89411c8e3dbffff,1749.0
89411c85243ffff,1749.0
89411c8e1b3ffff,1749.0
89411c8e12bffff,1749.0
89411c8524bffff,1749.0
89411c8e317ffff,1749.0
89411c8e387ffff,1749.0
89411c8e313ffff,1749.0
89411c8e163ffff,1749.0
89411c8e1c7ffff,1749.0
89411c85277ffff,1749.0
89411c8e3a3ffff,1749.0
89411c8e087ffff,1749.0
89411c8e383ffff,1749.0
89411c853c3ffff,1749.0
89411c8e1c3ffff,1749.0
89411c8e3bbffff,1749.0
89411c8e173ffff,1749.0
89411c8e103ffff,1749.0
89411c8e077ffff,1749.0
89411c8e133ffff,1749.0
89411c8e3cbffff,1749.0
89411c8e26fffff,1749.0
89411c8eec3ffff,1749.0
89411c8e343ffff,1749.0
89411c85247ffff,1749.0
89411c8e217ffff,1749.0
89411c8e197ffff,1749.0
89411c8e1d3ffff,1749.0
89411c8e397ffff,1749.0
89411c8527bffff,1749.0
89411c8f1b7ffff,1749.0
89411c8e18fffff,1749.0
89411c8532bffff,1750.0
89411c85323ffff,1750.0
89411c85337ffff,1750.0
89411c8ed9bffff,1750.0
89411c8eed7ffff,1750.0
89411c8537bffff,1750.0
89411c8538bffff,1750.0
89411c85307ffff,1750.0
89411c8522bffff,1750.0
89411c85373ffff,1750.0
89411c85377ffff,1750.0
89411c8ecabffff,1750.0
89411c85347ffff,1750.0
89411c85207ffff,1750.0
89411c8533bffff,1750.0
89411c85303ffff,1750.0
89411c8506fffff,1750.0
89411c853abffff,1750.0
89411c8eca7ffff,1750.0
89411c8ecafffff,1750.0
89411c8532fffff,1750.0
89411c8539bffff,1750.0
89411c8e177ffff,1750.0
89411c852a7ffff,1750.0
89411c8ec33ffff,1750.0
89411c85233ffff,1750.0
89411c852afffff,1750.0
89411c85383ffff,1750.0
89411c852a3ffff,1750.0
89411c8536bffff,1750.0
89411c8ed93ffff,1750.0
89411c85317ffff,1750.0
89411c8536fffff,1750.0
89411c853c7ffff,1750.0
89411c85387ffff,1750.0
89411c8e13bffff,1750.0
89411c8ec07ffff,1750.0
89411c85313ffff,1750.0
89411c85357ffff,1750.0
89411c8ed83ffff,1750.0
89411c853afffff,1750.0
89411c8ed97ffff,1750.0
89411c853bbffff,1750.0
89411c853d7ffff,1750.0
89411c8531bffff,1750.0
89411c853d3ffff,1750.0
89411c8eca3ffff,1750.0
89411c8e123ffff,1750.0
89411c85367ffff,1750.0
89411c852b7ffff,1750.0
89411c8ecb7ffff,1750.0
89411c853b3ffff,1750.0
89411c85363ffff,1750.0
89411c853a7ffff,1750.0
89411c8506bffff,1750.0
89411c8530fffff,1750.0
89411c853cfffff,1750.0
89411c853a3ffff,1751.0
89411c8538fffff,1751.0
89411c853b7ffff,1751.0
89411c8530bffff,1751.0
89411c85333ffff,1751.0
8941034d86fffff,1758.0
8941034db5bffff,1765.0
89411c8ce83ffff,1766.0
89411cb6443ffff,1767.0
89410359b07ffff,1769.0
8941034ceabffff,1771.0
89411c16cdbffff,1780.0
8941034ab07ffff,1782.0
8941034dd1bffff,1787.0
89411c8c533ffff,1788.0
89411c8516bffff,1793.0
8941034d8afffff,1795.0
89411c8c17bffff,1805.0
89411cb927bffff,1806.0
89411cb0a27ffff,1807.0
89411cb640fffff,1812.0
8941034cebbffff,1819.0
8941034b5d7ffff,1820.0
8941034da27ffff,1820.0
8941034db9bffff,1829.0
8941034d92bffff,1835.0
8941034cacfffff,1835.0
89411c8ce1bffff,1836.0
89411cb0b5bffff,1841.0
8941034dd53ffff,1847.0
8941034b0a3ffff,1848.0
8941034d8a7ffff,1849.0
8941034db17ffff,1849.0
8941034dd0fffff,1849.0
8941034dd6fffff,1849.0
8941034d9c3ffff,1849.0
8941034cacbffff,1849.0
8941034db97ffff,1849.0
8941034dbc3ffff,1849.0
8941034d993ffff,1849.0
8941034db8fffff,1849.0
8941034dd7bffff,1849.0
8941034daa7ffff,1849.0
8941034dbd3ffff,1849.0
8941034d897ffff,1849.0
8941034db13ffff,1849.0
8941034dd0bffff,1849.0
8941034d98bffff,1849.0
8941034d8b3ffff,1849.0
89411cb6087ffff,1849.0
8941034dd4fffff,1849.0
8941034d8b7ffff,1849.0
8941034dd6bffff,1849.0
8941034dbb7ffff,1849.0
8941034d9d3ffff,1849.0
8941034d91bffff,1849.0
8941034d893ffff,1849.0
8941034dd57ffff,1849.0
8941034d987ffff,1849.0
8941034ca5bffff,1849.0
8941034dd2bffff,1849.0
8941034dbd7ffff,1849.0
8941034db83ffff,1849.0
8941034dd4bffff,1849.0
8941034dbdbffff,1849.0
8941034d887ffff,1849.0
8941034d947ffff,1849.0
8941034dc2fffff,1849.0
89411cb66afffff,1850.0
89411cb6053ffff,1850.0
8941034db27ffff,1850.0
8941034ca4bffff,1850.0
8941034d96fffff,1850.0
89411cb6647ffff,1850.0
8941034d9cfffff,1850.0
89411cb6447ffff,1850.0
8941034ceafffff,1850.0
89411cb6683ffff,1850.0
89411cb6013ffff,1850.0
8941034d9a3ffff,1850.0
8941034ce33ffff,1850.0
89411cb643bffff,1850.0
89411cb6603ffff,1850.0
8941034d973ffff,1850.0
8941034d99bffff,1850.0
8941034d967ffff,1850.0
89411cb6657ffff,1850.0
89411cb6607ffff,1850.0
8941034cea3ffff,1850.0
8941034dd43ffff,1850.0
8941034d917ffff,1850.0
89411cb608bffff,1850.0
8941034d94bffff,1850.0
89411cb647bffff,1850.0
89411cb66b7ffff,1850.0
89411cb66d3ffff,1850.0
8941034dba7ffff,1850.0
89411cb660bffff,1850.0
89411cb6693ffff,1850.0
89411cb66d7ffff,1850.0
8941034dbb3ffff,1850.0
8941034d90fffff,1850.0
8941034d96bffff,1850.0
8941034db8bffff,1850.0
8941034dba3ffff,1850.0
8941034db37ffff,1850.0
89411cb6473ffff,1850.0
89411cb6697ffff,1850.0
8941034dd47ffff,1850.0
89411cb6643ffff,1850.0
8941034dbafffff,1850.0
8941034d913ffff,1850.0
89411cb66c3ffff,1850.0
8941034d94fffff,1850.0
8941034d9dbffff,1850.0
8941034d9c7ffff,1850.0
8941034d943ffff,1850.0
8941034d903ffff,1850.0
8941034dd63ffff,1850.0
8941034dd03ffff,1850.0
8941034dbbbffff,1850.0
8941034d9cbffff,1850.0
89411cb642bffff,1850.0
89411cb6463ffff,1850.0
8941034dd73ffff,1850.0
8941034d963ffff,1850.0
89411cb669bffff,1850.0
8941034d90bffff,1850.0
89411cb644fffff,1850.0
89411cb66abffff,1850.0
89411cb6623ffff,1850.0
8941034d9b3ffff,1850.0
8941034dd67ffff,1850.0
8941034d983ffff,1850.0
8941034d98fffff,1850.0
8941034d977ffff,1850.0
89411cb60d3ffff,1850.0
89411cb668fffff,1850.0
8941034dd23ffff,1850.0
89411cb66c7ffff,1850.0
8941034dd27ffff,1850.0
89411cb6687ffff,1850.0
8941034d9d7ffff,1850.0
8941034d9bbffff,1850.0
89411cb66cbffff,1850.0
8941034dd77ffff,1850.0
8941034d997ffff,1850.0
89411cb6617ffff,1850.0
89411cb6633ffff,1850.0
89411cb66a3ffff,1850.0
89411cb66a7ffff,1850.0
89411cb663bffff,1850.0
89411cb60cbffff,1850.0
8941034d9abffff,1850.0
89411cb6613ffff,1850.0
89411cb6653ffff,1850.0
8941034d957ffff,1850.0
89411cb667bffff,1850.0
8941034dd37ffff,1850.0
89411cb66bbffff,1850.0
8941034dbabffff,1850.0
8941034dd2fffff,1850.0
89411cb6677ffff,1850.0
89411cb66cfffff,1850.0
8941034dd5bffff,1850.0
89411cb661bffff,1850.0
8941034ca53ffff,1850.0
8941034dd3bffff,1850.0
8941034db87ffff,1850.0
8941034d97bffff,1850.0
89411cb66dbffff,1850.0
89411cb60dbffff,1850.0
89411cb6467ffff,1850.0
89411cb660fffff,1850.0
89411cb662bffff,1850.0
89411cb6673ffff,1850.0
89411cb655bffff,1851.0
89411cb6477ffff,1851.0
89411cb60c7ffff,1851.0
89411cb646fffff,1851.0
89411cb642fffff,1851.0
89411cb6637ffff,1851.0
89411cb644bffff,1851.0
89411cb66b3ffff,1851.0
89411cb60c3ffff,1851.0
89411cb6083ffff,1851.0
89411cb60d7ffff,1851.0
89411cb609bffff,1851.0
89411cb6017ffff,1851.0
89411cb608fffff,1851.0
89411cb60cfffff,1851.0
89411cb6093ffff,1851.0
89411cb668bffff,1851.0
89411cb6097ffff,1851.0
89411cb646bffff,1851.0
89411cb6627ffff,1851.0
8941034db03ffff,1857.0
89411c8c953ffff,1863.0
89411cbb623ffff,1869.0
89411c8c163ffff,1884.0
89411c85217ffff,1901.0
8941034dbc7ffff,1902.0
89411ca0577ffff,1916.0
89411c8c9b3ffff,1931.0
89411c8cb93ffff,1934.0
8941034b0bbffff,1936.0
8941034de53ffff,1937.0
89411c8ce57ffff,1987.0
89410348127ffff,1996.0
89411c96963ffff,1999.0
89411c8e92bffff,2006.0
89410348857ffff,2006.0
89411cb96afffff,2008.0
89411cb664fffff,2008.0
89410348837ffff,2015.0
89411cbb643ffff,2036.0
8941034dedbffff,2044.0
89411c95bb7ffff,2050.0
89411cb9a97ffff,2061.0
89411ca2a03ffff,2073.0
89411c8c14bffff,2075.0
89411ca0217ffff,2078.0
8941034db33ffff,2082.0
89410348897ffff,2083.0
89411c85203ffff,2084.0
89411c8c613ffff,2106.0
89411c8c463ffff,2108.0
89411c9693bffff,2108.0
89410348903ffff,2109.0
89411cb0a37ffff,2109.0
89411cb187bffff,2123.0
89411cb1863ffff,2123.0
89411cb1a27ffff,2123.0
89411cb184fffff,2123.0
89411cb1867ffff,2123.0
89411cb1b9bffff,2123.0
89411cb1bcfffff,2123.0
89411cb1b17ffff,2123.0
89411cb186bffff,2123.0
89411cb1ab7ffff,2123.0
89411cb1b03ffff,2123.0
89411cb1bd3ffff,2123.0
89411cb1877ffff,2123.0
89411cb186fffff,2123.0
89411cb1873ffff,2123.0
89411cb1ab3ffff,2123.0
89411cb1bc3ffff,2123.0
89411cb1b8fffff,2123.0
89411cb19cbffff,2124.0
89411cb182fffff,2124.0
89411cb1b1bffff,2124.0
89411cb1ba7ffff,2124.0
89411cb1977ffff,2124.0
89411cb1b37ffff,2124.0
89411ca2413ffff,2124.0
89411ca2613ffff,2124.0
89411cb0a6bffff,2124.0
89411ca2453ffff,2124.0
89411cb1953ffff,2124.0
89411ca269bffff,2124.0
89411cb195bffff,2124.0
89411cb19b3ffff,2124.0
89411ca2457ffff,2124.0
89411ca244fffff,2124.0
89411ca240fffff,2124.0
89411ca24d7ffff,2124.0
89411ca2603ffff,2124.0
89411ca249bffff,2124.0
89411cb192bffff,2124.0
89411cb1bbbffff,2124.0
89411cb0a63ffff,2124.0
89411cb1957ffff,2124.0
89411ca26b3ffff,2124.0
89411cb190bffff,2124.0
89411ca2617ffff,2124.0
89411cb1bd7ffff,2124.0
89411ca2637ffff,2124.0
89411ca26cbffff,2124.0
89411ca241bffff,2124.0
89411cb1927ffff,2124.0
89411cb1963ffff,2124.0
89411ca2407ffff,2124.0
89411cb0a07ffff,2124.0
89411ca246bffff,2124.0
89411cb1943ffff,2124.0
89411ca20dbffff,2124.0
89411ca26a7ffff,2124.0
89411ca2653ffff,2124.0
89411cb1bafffff,2124.0
89411cb193bffff,2124.0
89411ca26bbffff,2124.0
89411ca2673ffff,2124.0
89411cb194fffff,2124.0
89411cb1bb7ffff,2124.0
89411cb1b93ffff,2124.0
89411cb1bcbffff,2124.0
89411cb19afffff,2124.0
89411cb1923ffff,2124.0
89411ca2497ffff,2124.0
89411cb0a33ffff,2124.0
89411ca24c3ffff,2124.0
89411cb1933ffff,2124.0
89411ca2473ffff,2124.0
89411cb1b97ffff,2124.0
89411ca26dbffff,2124.0
89411cb1b07ffff,2124.0
89411ca2657ffff,2124.0
89411ca2627ffff,2124.0
89411ca261bffff,2124.0
89411cb1847ffff,2124.0
89411ca26c3ffff,2124.0
89411ca260fffff,2124.0
89411cb1babffff,2124.0
89411cb0a77ffff,2124.0
89411cb1b8bffff,2124.0
89411cb1bc7ffff,2124.0
89411cb194bffff,2124.0
89411cb1b83ffff,2124.0
89411ca2693ffff,2124.0
89411cb1ba3ffff,2124.0
89411ca26d7ffff,2124.0
89411cb1b3bffff,2124.0
89411cb0a47ffff,2124.0
89411cb19a7ffff,2124.0
89411cb1937ffff,2124.0
89411cb0a73ffff,2124.0
89411cb1967ffff,2124.0
89411cb0a0fffff,2124.0
89411cb1973ffff,2124.0
89411ca24d3ffff,2124.0
89411cb1b27ffff,2124.0
89411ca26cfffff,2124.0
89411cb196fffff,2124.0
89411ca2493ffff,2124.0
89411cb196bffff,2124.0
89411cb19b7ffff,2124.0
89411cb190fffff,2124.0
89411cb1bb3ffff,2124.0
89411cb1b33ffff,2124.0
89411cb1b87ffff,2124.0
89411cb0a4bffff,2124.0
89411ca26d3ffff,2124.0
89411cb1b13ffff,2124.0
89411cb197bffff,2124.0
89411cb1b23ffff,2124.0
89411cb0a7bffff,2124.0
89411ca24dbffff,2124.0
89411ca2683ffff,2124.0
89411ca2483ffff,2124.0
89411ca2463ffff,2124.0
89411ca262fffff,2124.0
89411ca245bffff,2124.0
89411ca2697ffff,2124.0
89411cb0a4fffff,2124.0
89411ca2543ffff,2125.0
89411ca254bffff,2125.0
89411ca201bffff,2125.0
89411ca2283ffff,2125.0
89411ca24c7ffff,2125.0
89411ca207bffff,2125.0
89411ca23d7ffff,2125.0
89411ca2087ffff,2125.0
89411ca2217ffff,2125.0
89411ca2077ffff,2125.0
89411ca2553ffff,2125.0
89411ca200fffff,2125.0
89411ca20c7ffff,2125.0
89411cb0a6fffff,2125.0
89411cb192fffff,2125.0
89411ca204bffff,2125.0
89411ca22afffff,2125.0
89411cb1947ffff,2125.0
89411ca2417ffff,2125.0
89411ca2443ffff,2125.0
89411ca2607ffff,2125.0
89411ca20b7ffff,2125.0
89411ca246fffff,2125.0
89411ca20b3ffff,2125.0
89411ca20a3ffff,2125.0
89411ca21d3ffff,2125.0
89411ca2073ffff,2125.0
89411ca24bbffff,2125.0
89411ca243bffff,2125.0
89411ca2687ffff,2125.0
89411ca2297ffff,2125.0
89411ca2677ffff,2125.0
89411ca205bffff,2125.0
89411ca26abffff,2125.0
89411ca228fffff,2125.0
89411ca2623ffff,2125.0
89411ca262bffff,2125.0
89411ca24cfffff,2125.0
89411ca26a3ffff,2125.0
89411ca2433ffff,2125.0
89411ca20d3ffff,2125.0
89411ca244bffff,2125.0
89411ca2097ffff,2125.0
89411ca240bffff,2125.0
89411ca20abffff,2125.0
89411ca2047ffff,2125.0
89411ca26c7ffff,2125.0
89411ca22b3ffff,2125.0
89411ca2447ffff,2125.0
89411ca22abffff,2125.0
89411ca2057ffff,2125.0
89411ca22bbffff,2125.0
89411ca2477ffff,2125.0
89411ca2423ffff,2125.0
89411ca2053ffff,2125.0
89411ca2547ffff,2125.0
89411ca2037ffff,2125.0
89411ca20afffff,2125.0
89411ca256fffff,2125.0
89411ca263bffff,2125.0
89411ca24a3ffff,2125.0
89411ca200bffff,2125.0
89411ca242bffff,2125.0
89411ca254fffff,2125.0
89411ca208fffff,2125.0
89411ca2093ffff,2125.0
89411ca248fffff,2125.0
89411ca2017ffff,2125.0
89411ca209bffff,2125.0
89411ca2033ffff,2125.0
89411ca22a7ffff,2125.0
89411cb0a23ffff,2125.0
89411ca20cbffff,2125.0
89411ca248bffff,2125.0
89411ca208bffff,2125.0
89411ca2063ffff,2125.0
89411ca206bffff,2125.0
89411cb0a2bffff,2125.0
89411ca24b3ffff,2125.0
89411ca268bffff,2125.0
89411ca22b7ffff,2125.0
89411ca2003ffff,2125.0
89411ca20bbffff,2125.0
89411ca2043ffff,2125.0
89411ca26afffff,2125.0
89411ca2013ffff,2125.0
89411ca2427ffff,2125.0
89411ca257bffff,2125.0
89411ca242fffff,2125.0
89411ca24cbffff,2125.0
89411ca260bffff,2125.0
89411cb0a67ffff,2125.0
89411ca268fffff,2125.0
89411ca26b7ffff,2125.0
89411cb0a3bffff,2125.0
89411ca20d7ffff,2125.0
89411ca20c3ffff,2125.0
89411ca203bffff,2125.0
89411cb0a2fffff,2125.0
89411ca247bffff,2125.0
89411ca2403ffff,2125.0
89411ca22a3ffff,2125.0
89411ca21dbffff,2125.0
89411ca24abffff,2125.0
89411ca2287ffff,2125.0
89411ca2487ffff,2125.0
89411ca2083ffff,2125.0
89411ca2633ffff,2125.0
89411ca23d3ffff,2125.0
89411ca204fffff,2125.0
89411ca206fffff,2125.0
89411ca21cbffff,2125.0
89411ca20cfffff,2125.0
89411ca2467ffff,2125.0
89411ca255bffff,2125.0
89411ca202bffff,2126.0
89411ca256bffff,2126.0
89411ca2007ffff,2126.0
89411ca2563ffff,2126.0
89411ca20a7ffff,2126.0
89411ca2067ffff,2126.0
89411cb19a3ffff,2126.0
89411ca21c3ffff,2126.0
89410348d6bffff,2129.0
89411cb1b0fffff,2131.0
89411c16c27ffff,2132.0
8941034b40fffff,2133.0
89411cb2e23ffff,2135.0
894103488c7ffff,2136.0
89411ca0573ffff,2141.0
8941034dbcbffff,2156.0
89411cb699bffff,2165.0
89411c8e84fffff,2166.0
8941034b08fffff,2167.0
89411c8c98fffff,2172.0
89411c8e873ffff,2178.0
89411c95997ffff,2179.0
89411cb662fffff,2183.0
89410379a57ffff,2184.0
89411c8514fffff,2189.0
8941034b493ffff,2195.0
89411cb665bffff,2206.0
8941034da47ffff,2209.0
89411c95963ffff,2210.0
8941034da73ffff,2212.0
89411cb1907ffff,2217.0
89411c8562bffff,2220.0
89411c16cd3ffff,2226.0
89411ca2213ffff,2233.0
89411cb2d93ffff,2234.0
89411cb9927ffff,2237.0
89411cb992fffff,2246.0
89410348ba3ffff,2249.0
89410348c43ffff,2257.0
89411ca02b3ffff,2259.0
89411ca2aabffff,2261.0
89411caa4cbffff,2261.0
89411cb906bffff,2261.0
89411c8ea8fffff,2273.0
89411cb45c7ffff,2291.0
89411cb94c3ffff,2301.0
8941034b433ffff,2308.0
89411c959afffff,2312.0
89411c8c647ffff,2313.0
89411cb9843ffff,2314.0
89411c94803ffff,2322.0
89411cb9257ffff,2322.0
8941034b59bffff,2331.0
89411c8cabbffff,2333.0
8941034de4fffff,2338.0
8941034b277ffff,2340.0
89411cb19cfffff,2342.0
89411c8c01bffff,2343.0
89411c86453ffff,2348.0
89410348d43ffff,2355.0
8941034888fffff,2355.0
8941034b57bffff,2360.0
89411c8c50bffff,2365.0
89411c8c86bffff,2368.0
89411cb1827ffff,2368.0
89411ca0547ffff,2372.0
89410348917ffff,2378.0
89411c8e96fffff,2380.0
89411c8c00fffff,2380.0
89411ca2a0bffff,2392.0
89411c8c987ffff,2418.0
89411c8c397ffff,2418.0
89411c16dcbffff,2431.0
89411cb9043ffff,2437.0
89411cb182bffff,2438.0
89410348c63ffff,2440.0
89411cb9a9bffff,2440.0
89411c87583ffff,2441.0
89411c8ce63ffff,2454.0
89411ca0073ffff,2455.0
89411c85633ffff,2457.0
89411c8c9cfffff,2460.0
89411c85397ffff,2464.0
8941034d323ffff,2467.0
89410348977ffff,2467.0
89411c8eb3bffff,2472.0
89411c85393ffff,2485.0
89411c8f32fffff,2489.0
89411c8669bffff,2491.0
89411c8ca9bffff,2493.0
89411c95b67ffff,2508.0
89411ca2557ffff,2524.0
8941034944bffff,2527.0
89411c96973ffff,2528.0
89411c8d593ffff,2528.0
89411cb9e6fffff,2530.0
89410348db7ffff,2537.0
89411ca2a47ffff,2541.0
89411cb1a2fffff,2552.0
89410348c0bffff,2561.0
89411c8c6bbffff,2563.0
89411c95c53ffff,2571.0
8941034db07ffff,2578.0
89411cb9063ffff,2583.0
8941034db1bffff,2592.0
89411c8eb2bffff,2592.0
89410348c07ffff,2592.0
89411ca01bbffff,2597.0
89411ca2647ffff,2602.0
89411cb1b5bffff,2618.0
89411c8c633ffff,2624.0
89411cb830bffff,2628.0
89411cb837bffff,2628.0
89411cb8313ffff,2628.0
89411cb83cfffff,2629.0
89411cb8033ffff,2629.0
89411cb8113ffff,2629.0
89411cb8023ffff,2629.0
89411cb830fffff,2629.0
89411cb8307ffff,2629.0
89411cb856fffff,2629.0
89411cb8383ffff,2629.0
89411cb83bbffff,2629.0
89411cb8347ffff,2629.0
89411cb833bffff,2629.0
89411cb81d7ffff,2629.0
89411cb8117ffff,2629.0
89411cb83abffff,2629.0
89411cbaa4bffff,2629.0
89411cb8193ffff,2629.0
89411cb8027ffff,2629.0
89411cb839bffff,2629.0
89411cb83cbffff,2629.0
89411cb818bffff,2629.0
89411cb832fffff,2629.0
89411cb81dbffff,2629.0
89411cb802fffff,2629.0
89411cb81c3ffff,2629.0
89411cb83c7ffff,2629.0
89411cb83dbffff,2629.0
89411cb8333ffff,2629.0
89411cb8197ffff,2629.0
89411cb831bffff,2629.0
89411cb8037ffff,2629.0
89411cb838bffff,2629.0
89411cb83d7ffff,2629.0
89411cb811bffff,2629.0
89411cb8377ffff,2629.0
89411cb8393ffff,2629.0
89411cb814bffff,2629.0
89411cb83c3ffff,2629.0
89411cb81cfffff,2629.0
89411cb81afffff,2629.0
89411cb8133ffff,2630.0
89411cb81a3ffff,2630.0
89411cb818fffff,2630.0
89411cb81bbffff,2630.0
89411cb81a7ffff,2630.0
89411cb852fffff,2630.0
89411cb8103ffff,2630.0
89411cb8373ffff,2630.0
89411cb8527ffff,2630.0
89411cb81b7ffff,2630.0
89411cbaa43ffff,2630.0
89411cb81cbffff,2630.0
89411cb8187ffff,2630.0
89411cb81abffff,2630.0
89411cb838fffff,2630.0
89411cb8cdbffff,2630.0
89411cb8317ffff,2630.0
89411cb81b3ffff,2630.0
89411cb8183ffff,2630.0
89411cb819bffff,2630.0
89411cb81c7ffff,2630.0
89411cbaa5bffff,2630.0
89411cb8387ffff,2630.0
89411cbaa4fffff,2630.0
89411cb8303ffff,2630.0
89411cb8397ffff,2630.0
89411cb81d3ffff,2630.0
89411cbaa53ffff,2630.0
89411cb8107ffff,2631.0
89411cb8137ffff,2631.0
89411ca004fffff,2641.0
8941034b55bffff,2656.0
89410348d4fffff,2659.0
89411cb29bbffff,2662.0
89411cb9d97ffff,2666.0
89411c8c82fffff,2668.0
89410348b0bffff,2670.0
89411cb832bffff,2672.0
89411ca0027ffff,2675.0
89411c95907ffff,2677.0
89411cb810bffff,2684.0
89411ca0553ffff,2686.0
8941034db23ffff,2689.0
89411c959b3ffff,2696.0
89411cb92a7ffff,2703.0
89411c8c827ffff,2708.0
89411cb9247ffff,2731.0
89411cbaa47ffff,2737.0
89411c94a63ffff,2738.0
89411c842d3ffff,2740.0
89411cb2ca7ffff,2752.0
89410348bb3ffff,2755.0
89411ca0113ffff,2764.0
89411c94a87ffff,2772.0
89411cb8567ffff,2772.0
89411cb0a0bffff,2774.0
89411cb2dbbffff,2781.0
89411cb980bffff,2783.0
